GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
argouml-app,org.argouml.uml.reveng,Import.new Runnable() {...},13,0,0,0,3,0,2,0,2,0
argouml-app,org.argouml.uml.reveng,Import.new ActionListener() {...},22,0,2,0,5,0,3,0,2,0
argouml-app,org.argouml.uml.reveng,Setting.PathListSelection,21,0,0,0,8,0,4,0,4,0
argouml-app,org.argouml.uml.reveng,Import.ConfigPanelExtension.new FocusListener() {...},23,0,0,0,4,0,3,0,3,0
argouml-app,org.argouml.uml.reveng,Import.ConfigPanelExtension.new ActionListener() {...},22,0,0,0,3,0,2,0,2,0
argouml-app,org.argouml.uml.reveng,Import.ConfigPanelExtension.new ActionListener() {...},22,0,0,0,3,0,2,0,2,0
argouml-app,org.argouml.uml.reveng,ImportClassLoader,259,0,20,0,71,0,22,0,12,0
argouml-app,org.argouml.uml.reveng,DiagramInterface,353,0,36,0,93,0,36,0,18,0
argouml-app,org.argouml.uml.reveng,Import.ImportFileChooser,112,0,8,0,41,0,11,0,7,0
argouml-app,org.argouml.uml.reveng,Setting.PathSelection,21,0,0,0,8,0,4,0,4,0
argouml-app,org.argouml.uml.reveng,Setting.BooleanSelection,20,0,0,0,8,0,4,0,4,0
argouml-app,org.argouml.uml.ui.foundation.core,UMLStructuralFeatureChangeabilityRadioButtonPanel,102,0,10,0,27,0,8,0,3,0
argouml-app,org.argouml.uml.ui.foundation.core,UMLAssociationEndTargetScopeCheckbox,19,0,2,0,7,0,3,0,2,0
argouml-app,org.argouml.uml.ui.foundation.core,UMLOperationConcurrencyRadioButtonPanel,105,0,12,0,28,0,9,0,3,0
argouml-app,org.argouml.uml.ui.foundation.core,UMLBehavioralFeatureQueryCheckBox,17,0,2,0,6,0,3,0,2,0
argouml-app,org.argouml.uml.ui.foundation.core,ActionSetAssociationEndTargetScope,44,0,4,0,14,0,6,0,4,0
argouml-app,org.argouml.uml.ui.foundation.core,ActionAddEnumeration,91,0,16,0,26,0,10,0,2,0
argouml-app,org.argouml.uml.ui.foundation.core,UMLAssociationEndOrderingCheckBox,22,0,2,0,9,0,3,0,2,0
argouml-app,org.argouml.uml.ui.foundation.core,ActionAddAttribute,87,12,16,0,25,5,11,1,3,1
argouml-app,org.argouml.uml.ui.foundation.core,ActionSetOperationConcurrencyKind,69,0,8,0,22,0,8,0,4,0
argouml-app,org.argouml.uml.ui.foundation.core,UMLGeneralizableElementLeafCheckBox,26,0,4,0,8,0,4,0,2,0
argouml-app,org.argouml.uml.ui.foundation.core,ActionAddOperation.new TargetListener() {...},17,0,0,0,9,0,5,0,5,0
argouml-app,org.argouml.uml.ui.foundation.core,UMLAssociationEndNavigableCheckBox,17,0,2,0,6,0,3,0,2,0
argouml-app,org.argouml.uml.ui.foundation.core,UMLDiagramNameDocument,27,0,4,0,12,0,5,0,3,0
argouml-app,org.argouml.uml.ui.foundation.core,ActionNewClass,35,0,4,0,12,0,4,0,2,0
argouml-app,org.argouml.uml.ui.foundation.core,UMLModelElementNameDocument,0,15,0,0,0,5,0,3,0,3
argouml-app,org.argouml.uml.ui.foundation.core,ActionSetFeatureOwnerScope,0,35,2,2,0,11,2,2,0,2
argouml-app,org.argouml.uml.ui.foundation.core,ActionAddLiteral,43,0,4,0,13,0,4,0,2,0
argouml-app,org.argouml.uml.ui.foundation.core,UMLParameterDirectionKindRadioButtonPanel,116,0,10,0,29,0,8,0,3,0
argouml-app,org.argouml.uml.ui.foundation.core,ActionAddAttribute.new TargetListener() {...},17,0,0,0,9,0,5,0,5,0
argouml-app,org.argouml.uml.ui.foundation.core,ActionSetBehavioralFeatureQuery,44,0,4,0,14,0,6,0,4,0
argouml-app,org.argouml.uml.ui.foundation.core,UMLModelElementVisibilityRadioButtonPanel,149,0,16,0,35,0,12,0,4,0
argouml-app,org.argouml.uml.ui.foundation.core,UMLGeneralizableElementRootCheckBox,26,0,4,0,8,0,4,0,2,0
argouml-app,org.argouml.uml.ui.foundation.core,ActionNewInnerClass,29,0,2,0,10,0,3,0,2,0
argouml-app,org.argouml.uml.ui.foundation.core,ActionNewModelElementConstraint,19,0,0,0,7,0,4,0,4,0
argouml-app,org.argouml.uml.ui.foundation.core,ActionSetStructuralFeatureTargetScope,50,0,6,0,17,0,7,0,4,0
argouml-app,org.argouml.uml.ui.foundation.core,UMLClassActiveCheckBox,17,0,2,0,6,0,3,0,2,0
argouml-app,org.argouml.uml.ui.foundation.core,ActionSetGeneralizableElementRoot,50,0,8,0,15,0,8,0,4,0
argouml-app,org.argouml.uml.ui.foundation.core,ActionNewInterface,34,0,2,0,12,0,3,0,2,0
argouml-app,org.argouml.uml.ui.foundation.core,ActionAddClientDependencyAction,123,6,12,0,31,3,10,1,4,1
argouml-app,org.argouml.uml.ui.foundation.core,ActionSetGeneralizableElementLeaf,50,0,8,0,15,0,8,0,4,0
argouml-app,org.argouml.uml.ui.foundation.core,UMLAssociationEndChangeabilityRadioButtonPanel,102,0,10,0,24,0,8,0,3,0
argouml-app,org.argouml.uml.ui.foundation.core,UMLDiscriminatorNameDocument,16,0,0,0,5,0,3,0,3,0
argouml-app,org.argouml.uml.ui.foundation.core,ActionSetGeneralizableElementAbstract,50,0,8,0,15,0,8,0,4,0
argouml-app,org.argouml.uml.ui.foundation.core,ActionNewParameter,38,0,4,0,13,0,4,0,2,0
argouml-app,org.argouml.uml.ui.foundation.core,ActionAddOperation,91,0,12,0,28,0,10,0,4,0
argouml-app,org.argouml.uml.ui.foundation.core,ActionSetAssociationEndOrdering,53,0,6,0,18,0,7,0,4,0
argouml-app,org.argouml.uml.ui.foundation.core,UMLGeneralizableElementAbstractCheckBox,26,0,4,0,8,0,4,0,2,0
argouml-app,org.argouml.uml.ui.foundation.core,ActionSetParameterDirectionKind,84,0,14,0,26,0,11,0,4,0
argouml-app,org.argouml.uml.ui.foundation.core,ActionSetClassActive,44,0,4,0,14,0,6,0,4,0
argouml-app,org.argouml.uml.ui.foundation.core,UMLOperationSpecificationDocument,37,0,8,0,10,0,7,0,3,0
argouml-app,org.argouml.uml.ui.foundation.core,ActionSetElementOwnershipSpecification,53,0,8,0,16,0,8,0,4,0
argouml-app,org.argouml.uml.ui.foundation.core,UMLStructuralFeatureTargetScopeCheckBox,28,0,2,0,9,0,3,0,2,0
argouml-app,org.argouml.uml.ui.foundation.core,ActionAddAssociationSpecification,55,0,2,0,18,0,8,0,7,0
argouml-app,org.argouml.uml.ui.foundation.core,ActionAddEnumerationLiteral,39,0,4,0,13,0,4,0,2,0
argouml-app,org.argouml.uml.ui.foundation.core,ActionSetChangeability,71,0,10,0,22,0,9,0,4,0
argouml-app,org.argouml.uml.ui.foundation.core,ActionAddDataType,84,0,16,0,24,0,10,0,2,0
argouml-app,org.argouml.uml.ui.foundation.core,ActionSetAssociationEndNavigable,44,0,4,0,14,0,6,0,4,0
argouml-app,org.argouml.uml.ui.foundation.core,ActionAddSupplierDependencyAction,123,6,12,0,31,3,10,1,4,1
argouml-app,org.argouml.uml.ui.foundation.core,ActionSetModelElementVisibility,83,0,14,0,25,0,11,0,4,0
argouml-app,org.argouml.uml.ui.foundation.core,UMLFeatureOwnerScopeCheckBox,0,16,0,0,0,4,0,2,0,2
argouml-app,org.argouml.persistence,TodoParser,440,55,73,4,117,24,56,10,13,8
argouml-app,org.argouml.persistence,XmlFilePersister,2,5,0,0,1,2,1,2,1,2
argouml-app,org.argouml.persistence,FigEdgeHandler,0,102,3,17,0,33,3,9,0,2
argouml-app,org.argouml.persistence,ProfileConfigurationFilePersister,127,167,9,9,35,48,10,12,5,8
argouml-app,org.argouml.persistence,ToDoItemXMLHelper,44,0,6,0,16,0,9,0,5,0
argouml-app,org.argouml.persistence,SAXParserBase,235,182,16,12,46,53,17,13,6,10
argouml-app,org.argouml.persistence,TodoTokenTable,0,60,0,0,0,14,0,2,0,2
argouml-app,org.argouml.persistence,MemberFilePersister,54,3,8,0,16,1,5,1,1,1
argouml-app,org.argouml.persistence,OpenException,56,12,11,1,16,5,10,2,4,2
argouml-app,org.argouml.persistence,UmlFilePersister,394,492,32,26,120,128,24,22,4,13
argouml-app,org.argouml.persistence,AbstractFilePersister.ProgressMgr,59,50,5,1,15,13,6,5,3,5
argouml-app,org.argouml.persistence,XMLTokenTableBase,39,112,10,6,7,26,9,6,2,5
argouml-app,org.argouml.persistence,XmiInputStream,283,13,46,0,69,5,29,1,6,1
argouml-app,org.argouml.persistence,PrivateHandler.NameVal,3,14,0,0,1,5,1,2,1,2
argouml-app,org.argouml.persistence,PGMLStackParser,225,872,44,108,48,221,41,53,1,17
argouml-app,org.argouml.persistence,UmlVersionException,5,0,0,0,2,0,1,0,1,0
argouml-app,org.argouml.persistence,XmiFormatException,5,4,0,0,2,2,1,1,1,1
argouml-app,org.argouml.persistence,ResolvedCriticXMLHelper,52,0,6,0,17,0,6,0,3,0
argouml-app,org.argouml.persistence,PgmlUtility,221,0,32,0,59,0,22,0,6,0
argouml-app,org.argouml.persistence,XMLElement,48,45,0,0,10,12,9,5,9,5
argouml-app,org.argouml.persistence,ZargoFilePersister,325,650,33,49,77,168,28,35,4,18
argouml-app,org.argouml.persistence,VersionException,4,0,0,0,2,0,1,0,1,0
argouml-app,org.argouml.persistence,AbstractFilePersister,83,264,18,20,23,67,20,20,4,17
argouml-app,org.argouml.persistence,PersistenceManager,214,234,21,19,59,63,27,17,14,10
argouml-app,org.argouml.persistence,ProjectFileView,22,0,4,0,7,0,5,0,3,0
argouml-app,org.argouml.persistence,InterruptedIOException,9,0,0,0,4,0,2,0,2,0
argouml-app,org.argouml.persistence,DiagramMemberFilePersister,83,73,3,1,26,25,5,5,3,5
argouml-app,org.argouml.persistence,XmiFilePersister,191,307,21,19,52,83,20,11,3,8
argouml-app,org.argouml.persistence,SaveException,13,0,0,0,6,0,3,0,3,0
argouml-app,org.argouml.persistence,ProfileConfigurationParser,77,209,10,22,13,67,9,24,0,13
argouml-app,org.argouml.persistence,OffenderXMLHelper,16,0,2,0,6,0,3,0,2,0
argouml-app,org.argouml.persistence,UmlFilePersister.XmlFilterOutputStream,274,0,22,0,66,0,21,0,10,0
argouml-app,org.argouml.persistence,MultitypeFileFilter,93,0,8,0,21,0,9,0,5,0
argouml-app,org.argouml.persistence,TodoListMemberFilePersister,59,50,2,0,18,19,3,4,2,4
argouml-app,org.argouml.persistence,PGMLStackParser.EdgeData,22,46,4,4,1,14,4,6,0,6
argouml-app,org.argouml.persistence,ModelMemberFilePersister,162,330,25,25,39,99,25,16,5,11
argouml-app,org.argouml.persistence,ArgoParser,75,414,6,33,23,157,9,61,4,34
argouml-app,org.argouml.persistence,PersistenceException,12,4,0,0,6,2,3,1,3,1
argouml-app,org.argouml.persistence,OldModelMemberFilePersister,0,3,0,0,0,1,0,1,0,1
argouml-app,org.argouml.persistence,PrivateHandler,208,127,45,19,48,38,29,10,2,5
argouml-app,org.argouml.persistence,ProfileConfigurationParser.ProfileConfigurationTokenTable,0,33,0,0,0,9,0,2,0,2
argouml-app,org.argouml.persistence,ZargoFilePersister.SubInputStream,0,15,0,0,0,6,0,3,0,3
argouml-app,org.argouml.persistence,XmlInputStream,267,279,42,50,58,81,28,31,2,11
argouml-app,org.argouml.persistence,ZipFilePersister,288,15,22,0,80,7,15,5,4,5
argouml-app,org.argouml.persistence,ArgoTokenTable,0,140,0,0,0,35,0,2,0,2
argouml-app,org.argouml.persistence,OldZargoFilePersister,67,239,8,16,20,67,9,9,2,4
argouml-app,org.argouml.uml.reveng.ui,ImportClasspathDialog,161,0,4,0,31,0,4,0,2,0
argouml-app,org.argouml.uml.reveng.ui,ProblemsDialog.new WindowAdapter() {...},10,0,0,0,3,0,2,0,2,0
argouml-app,org.argouml.uml.reveng.ui,ImportClasspathDialog.AddListener,56,0,4,0,10,0,4,0,2,0
argouml-app,org.argouml.uml.reveng.ui,ImportClasspathDialog.RemoveListener,54,0,6,0,14,0,5,0,2,0
argouml-app,org.argouml.uml.reveng.ui,ImportStatusScreen,320,0,4,0,77,0,20,0,18,0
argouml-app,org.argouml.uml.reveng.ui,ProblemsDialog,172,0,2,0,38,0,5,0,4,0
argouml-app,org.argouml.uml.reveng.ui,ImportStatusScreen.new Runnable() {...},16,0,0,0,3,0,2,0,2,0
argouml-app,org.argouml.uml.reveng.ui,ImportStatusScreen.new Runnable() {...},14,0,0,0,4,0,2,0,2,0
argouml-app,org.argouml.uml.reveng.ui,ImportStatusScreen.new Runnable() {...},15,0,0,0,3,0,2,0,2,0
argouml-app,org.argouml.uml.reveng.ui,ImportStatusScreen.new Runnable() {...},20,0,0,0,4,0,2,0,2,0
argouml-app,org.argouml.uml.reveng.ui,ImportStatusScreen.new Runnable() {...},34,0,4,0,8,0,4,0,2,0
argouml-app,org.argouml.uml.reveng.ui,ImportStatusScreen.new ActionListener() {...},19,0,2,0,5,0,3,0,2,0
argouml-app,org.argouml.uml.reveng.ui,ImportClasspathDialog.AddListener.new ActionListener() {...},53,0,8,0,9,0,6,0,2,0
argouml-app,org.argouml.uml.generator,TempFileUtils.new TempFileUtils.FileAction() {...},22,0,2,0,4,0,3,0,2,0
argouml-app,org.argouml.uml.generator,TempFileUtils.new TempFileUtils.FileAction() {...},71,0,8,0,17,0,6,0,2,0
argouml-app,org.argouml.uml.generator,TempFileUtils.new TempFileUtils.FileAction() {...},7,0,0,0,3,0,2,0,2,0
argouml-app,org.argouml.uml.generator,SourceUnit,125,0,6,0,37,0,16,0,13,0
argouml-app,org.argouml.uml.generator,CodeGenerator,4,0,0,0,1,0,1,0,1,0
argouml-app,org.argouml.uml.generator,TempFileUtils,132,0,8,0,39,0,11,0,7,0
argouml-app,org.argouml.uml.generator,GeneratorManager,181,26,24,0,43,9,22,4,10,4
argouml-app,org.argouml.uml.generator,Language,72,0,4,0,25,0,14,0,12,0
argouml-app,org.argouml.uml.generator,GeneratorHelper,58,0,4,0,14,0,8,0,6,0
argouml-app,org.argouml.uml.generator,AbstractSection,350,0,36,0,88,0,24,0,6,0
argouml-app,org.argouml.uml.ui.behavior.state_machines,ActionNewEvent,56,0,6,0,19,0,6,0,3,0
argouml-app,org.argouml.uml.ui.behavior.state_machines,ActionNewCallEvent,19,0,0,0,6,0,4,0,4,0
argouml-app,org.argouml.uml.ui.behavior.state_machines,ActionNewPseudoState,38,0,2,0,13,0,4,0,3,0
argouml-app,org.argouml.uml.ui.behavior.state_machines,UMLChangeExpressionModel,47,0,2,0,14,0,6,0,5,0
argouml-app,org.argouml.uml.ui.behavior.state_machines,ActionNewTransition,46,0,8,0,14,0,7,0,3,0
argouml-app,org.argouml.uml.ui.behavior.state_machines,ActionAddSignalsToSignalEvent,68,0,6,0,21,0,9,0,6,0
argouml-app,org.argouml.uml.ui.behavior.state_machines,ActionNewSignalEvent,19,0,0,0,6,0,4,0,4,0
argouml-app,org.argouml.uml.ui.behavior.state_machines,ActionNewTimeEvent,19,0,0,0,6,0,4,0,4,0
argouml-app,org.argouml.uml.ui.behavior.state_machines,ActionNewSynchState,24,0,0,0,8,0,4,0,4,0
argouml-app,org.argouml.uml.ui.behavior.state_machines,ActionNewSubmachineState,24,0,0,0,8,0,4,0,4,0
argouml-app,org.argouml.uml.ui.behavior.state_machines,PopupMenuNewEvent,148,0,18,0,38,0,12,0,3,0
argouml-app,org.argouml.uml.ui.behavior.state_machines,ButtonActionNewGuard,57,0,4,0,19,0,7,0,5,0
argouml-app,org.argouml.uml.ui.behavior.state_machines,ActionAddEventAsDeferrableEvent,106,0,10,0,31,0,11,0,6,0
argouml-app,org.argouml.uml.ui.behavior.state_machines,ActionNewFinalState,24,0,0,0,8,0,4,0,4,0
argouml-app,org.argouml.uml.ui.behavior.state_machines,ActionNewCompositeState,24,0,0,0,9,0,4,0,4,0
argouml-app,org.argouml.uml.ui.behavior.state_machines,ActionNewChangeEvent,19,0,0,0,6,0,4,0,4,0
argouml-app,org.argouml.uml.ui.behavior.state_machines,ActionNewGuard,33,0,4,0,11,0,7,0,5,0
argouml-app,org.argouml.uml.ui.behavior.state_machines,UMLSynchStateBoundDocument,45,0,4,0,16,0,6,0,4,0
argouml-app,org.argouml.uml.ui.behavior.state_machines,ActionNewStubState,24,0,0,0,8,0,4,0,4,0
argouml-app,org.argouml.uml.ui.behavior.state_machines,ActionNewSimpleState,24,0,0,0,8,0,4,0,4,0
argouml-app,org.argouml.uml.diagram.state.ui,ButtonActionNewEvent,78,0,2,0,26,0,7,0,6,0
argouml-app,org.argouml.uml.diagram.state.ui,FigBranchState,25,113,1,1,9,31,8,9,7,9
argouml-app,org.argouml.uml.diagram.state.ui,FigSubmachineState,236,553,28,2,57,88,26,12,11,12
argouml-app,org.argouml.uml.diagram.state.ui,FigShallowHistoryState,0,8,0,0,0,3,0,2,0,2
argouml-app,org.argouml.uml.diagram.state.ui,FigRegion,19,0,0,0,5,0,2,0,2,0
argouml-app,org.argouml.uml.diagram.state.ui,FigTransition,246,129,12,10,61,38,13,10,5,7
argouml-app,org.argouml.uml.diagram.state.ui,StateDiagramPropPanelFactory,4,8,1,1,1,3,1,2,0,2
argouml-app,org.argouml.uml.diagram.state.ui,ActionCreatePseudostate,35,0,2,0,10,0,3,0,2,0
argouml-app,org.argouml.uml.diagram.state.ui,UMLStateDiagram,1250,237,171,25,297,63,130,20,39,13
argouml-app,org.argouml.uml.diagram.state.ui,FigState,156,169,30,2,49,41,24,8,8,8
argouml-app,org.argouml.uml.diagram.state.ui,ButtonActionNewChangeEvent,11,0,0,0,4,0,4,0,4,0
argouml-app,org.argouml.uml.diagram.state.ui,FigHistoryState,18,164,1,1,7,41,7,10,6,10
argouml-app,org.argouml.uml.diagram.state.ui,FigVertex,681,0,56,0,169,0,53,0,25,0
argouml-app,org.argouml.uml.diagram.state.ui,FigVertex.FigRegionCompartment,160,0,12,0,38,0,10,0,4,0
argouml-app,org.argouml.uml.diagram.state.ui,ButtonActionNewSignalEvent,11,0,0,0,4,0,4,0,4,0
argouml-app,org.argouml.uml.diagram.state.ui,FigVertex.FigBody,34,0,0,0,10,0,1,0,1,0
argouml-app,org.argouml.uml.diagram.state.ui,FigForkState,17,114,1,1,6,31,6,9,5,9
argouml-app,org.argouml.uml.diagram.state.ui,InitStateDiagram,6,10,0,0,3,4,3,2,3,2
argouml-app,org.argouml.uml.diagram.state.ui,SelectionVertex,8,0,0,0,4,0,2,0,2,0
argouml-app,org.argouml.uml.diagram.state.ui,FigSynchState,88,151,7,1,29,37,13,8,9,8
argouml-app,org.argouml.uml.diagram.state.ui,FigCompositeState,342,328,47,7,77,72,35,15,8,15
argouml-app,org.argouml.uml.diagram.state.ui,FigFinalState,64,236,12,6,19,52,16,11,7,11
argouml-app,org.argouml.uml.diagram.state.ui,FigDeepHistoryState,0,8,0,0,0,3,0,2,0,2
argouml-app,org.argouml.uml.diagram.state.ui,FigConcurrentRegion,941,0,74,0,212,0,69,0,32,0
argouml-app,org.argouml.uml.diagram.state.ui,ButtonActionNewEffect,60,0,2,0,19,0,4,0,3,0
argouml-app,org.argouml.uml.diagram.state.ui,FigJunctionState,136,93,1,1,18,25,9,8,8,8
argouml-app,org.argouml.uml.diagram.state.ui,ButtonActionNewTimeEvent,11,0,0,0,4,0,4,0,4,0
argouml-app,org.argouml.uml.diagram.state.ui,FigStateVertex,97,126,24,10,27,30,16,6,1,4
argouml-app,org.argouml.uml.diagram.state.ui,FigSimpleState,53,267,1,1,10,55,6,12,5,12
argouml-app,org.argouml.uml.diagram.state.ui,FigJoinState,17,114,1,1,6,31,6,9,5,9
argouml-app,org.argouml.uml.diagram.state.ui,SelectionState,129,0,8,0,28,0,14,0,10,0
argouml-app,org.argouml.uml.diagram.state.ui,FigInitialState,79,114,7,1,26,31,11,10,7,10
argouml-app,org.argouml.uml.diagram.state.ui,ButtonActionNewCallEvent,11,0,0,0,4,0,4,0,4,0
argouml-app,org.argouml.uml.diagram.state.ui,FigStubState,507,180,80,0,130,47,55,9,15,9
argouml-app,org.argouml.uml.diagram.state.ui,StateDiagramRenderer,109,13,21,1,22,3,13,2,2,2
argouml-app,org.argouml.uml.diagram.state.ui,PropPanelUMLStateDiagram,7,0,0,0,3,0,1,0,1,0
argouml-app,org.argouml.notation.providers.java,AttributeNotationJava,107,0,12,0,28,0,11,0,5,0
argouml-app,org.argouml.notation.providers.java,AssociationNameNotationJava,91,0,6,0,27,0,8,0,5,0
argouml-app,org.argouml.notation.providers.java,NotationUtilityJava,269,12,64,2,73,4,42,2,9,2
argouml-app,org.argouml.notation.providers.java,ModelElementNameNotationJava,137,199,22,42,39,63,22,16,0,6
argouml-app,org.argouml.notation.providers.java,InitNotationJava,6,37,0,0,3,11,3,2,3,2
argouml-app,org.argouml.notation.providers.java,OperationNotationJava,274,0,38,0,79,0,27,0,8,0
argouml-app,org.argouml.notation.providers.java,AssociationEndNameNotationJava,60,0,6,0,18,0,8,0,5,0
argouml-app,org.argouml.uml.diagram.use_case.ui,PropPanelUMLUseCaseDiagram,7,0,0,0,3,0,1,0,1,0
argouml-app,org.argouml.uml.diagram.use_case.ui,FigUseCase.FigMyCircle,0,97,0,0,0,12,0,3,0,3
argouml-app,org.argouml.uml.diagram.use_case.ui,FigInclude,11,81,0,0,4,19,2,3,2,3
argouml-app,org.argouml.uml.diagram.use_case.ui,FigUseCase,246,345,28,10,44,67,29,15,11,14
argouml-app,org.argouml.uml.diagram.use_case.ui,UMLUseCaseDiagram,567,67,62,2,124,24,55,5,23,5
argouml-app,org.argouml.uml.diagram.use_case.ui,SelectionActor,170,0,16,0,30,0,16,0,8,0
argouml-app,org.argouml.uml.diagram.use_case.ui,UseCaseDiagramPropPanelFactory,4,8,1,1,1,3,1,2,0,2
argouml-app,org.argouml.uml.diagram.use_case.ui,FigActor,92,566,19,9,28,106,17,14,5,12
argouml-app,org.argouml.uml.diagram.use_case.ui,FigExtend,111,140,12,0,34,32,13,4,7,4
argouml-app,org.argouml.uml.diagram.use_case.ui,InitUseCaseDiagram,6,10,0,0,3,4,3,2,3,2
argouml-app,org.argouml.uml.diagram.use_case.ui,FigActor.ActorPortFigRect,0,24,0,0,0,8,0,4,0,4
argouml-app,org.argouml.uml.diagram.use_case.ui,UseCaseDiagramRenderer,296,13,23,1,67,3,14,2,2,2
argouml-app,org.argouml.uml.diagram.use_case.ui,SelectionUseCase,167,0,14,0,30,0,15,0,8,0
argouml-app,org.argouml.uml.diagram.use_case.ui,StylePanelFigUseCase,40,25,4,0,13,8,4,1,2,1
argouml-app,org.argouml.uml.diagram.use_case.ui,FigExtensionPoint,0,8,0,0,0,3,0,2,0,2
argouml-app,org.argouml.application.helpers,ResourceLoaderWrapper,46,903,11,25,17,227,14,17,3,10
argouml-app,org.argouml.application.helpers,ResourceLoader,54,199,11,25,17,56,11,22,4,11
argouml-app,org.argouml.application.helpers,ApplicationVersion,10,23,5,5,0,8,5,4,0,4
argouml-app,org.argouml.pattern.cognitive.critics,CrConsiderSingleton,110,0,26,0,36,0,15,0,2,0
argouml-app,org.argouml.pattern.cognitive.critics,InitPatternCritics,35,0,0,0,12,0,6,0,6,0
argouml-app,org.argouml.pattern.cognitive.critics,CrSingletonViolatedMissingStaticAttr,58,0,10,0,21,0,7,0,2,0
argouml-app,org.argouml.pattern.cognitive.critics,CrSingletonViolatedOnlyPrivateConstructors,57,0,10,0,21,0,7,0,2,0
argouml-app,org.argouml.pattern.cognitive.critics,CrConsiderFacade,13,0,0,0,6,0,2,0,2,0
argouml-app,org.argouml.ocl,ArgoAny,603,0,118,0,150,0,72,0,13,0
argouml-app,org.argouml.ocl,ArgoFacade,61,0,10,0,13,0,7,0,2,0
argouml-app,org.argouml.ocl,CriticOclEvaluator,22,0,0,0,5,0,4,0,4,0
argouml-app,org.argouml.ocl,OCLUtil,142,0,20,0,36,0,12,0,2,0
argouml-app,org.argouml.ocl,OCLExpander,0,10,0,0,0,4,0,2,0,2
argouml-app,org.argouml.ocl,OCLEvaluator,160,18,20,0,36,5,13,1,3,1
argouml-app,org.argouml.i18n,Translator,156,229,19,17,40,52,16,16,3,11
argouml-app,org.argouml.uml.diagram.activity,ActivityDiagramGraphModel,16,3,4,0,5,1,3,1,1,1
argouml-app,org.argouml.language.ui,LanguageComboBox,27,43,1,1,13,17,5,3,4,3
argouml-app,org.argouml.ui.explorer,PerspectiveManager,1574,0,32,0,247,0,36,0,20,0
argouml-app,org.argouml.ui.explorer,ExplorerTree.ExplorerTreeWillExpandListener,31,0,2,0,8,0,4,0,3,0
argouml-app,org.argouml.ui.explorer,ExplorerEventAdaptor,127,50,33,5,39,19,21,7,3,6
argouml-app,org.argouml.ui.explorer,ActionDeployProfile,168,0,16,0,43,0,12,0,4,0
argouml-app,org.argouml.ui.explorer,ExplorerTree.ExplorerMouseListener,102,0,16,0,35,0,14,0,6,0
argouml-app,org.argouml.ui.explorer,ExplorerTree.ExplorerTreeSelectionListener,195,0,34,0,48,0,19,0,2,0
argouml-app,org.argouml.ui.explorer,PerspectiveConfigurator.RuleListener,33,0,6,0,9,0,5,0,2,0
argouml-app,org.argouml.ui.explorer,ExplorerTree.ExplorerTargetListener,154,0,18,0,37,0,14,0,5,0
argouml-app,org.argouml.ui.explorer,ActionExportProfileXMI,171,0,18,0,48,0,15,0,6,0
argouml-app,org.argouml.ui.explorer,ExplorerTreeModel.ExplorerUpdater,95,0,10,0,29,0,9,0,4,0
argouml-app,org.argouml.ui.explorer,ExplorerPopup.ActionAddExistingRelatedNode,76,0,6,0,25,0,6,0,3,0
argouml-app,org.argouml.ui.explorer,ActionPerspectiveConfig,20,0,0,0,8,0,2,0,2,0
argouml-app,org.argouml.ui.explorer,ExplorerTreeNode,119,0,22,0,35,0,19,0,8,0
argouml-app,org.argouml.ui.explorer,ExplorerPopup.ActionCreateAssociation,74,0,2,0,17,0,3,0,2,0
argouml-app,org.argouml.ui.explorer,PerspectiveConfigurator.RenameListener,42,0,4,0,9,0,4,0,2,0
argouml-app,org.argouml.ui.explorer,PerspectiveConfigurator.PerspectiveListSelectionListener,138,0,22,0,25,0,13,0,2,0
argouml-app,org.argouml.ui.explorer,DnDExplorerTree.ArgoDropTargetListener.new ActionListener() {...},44,0,4,0,7,0,4,0,2,0
argouml-app,org.argouml.ui.explorer,ActionManageProfiles,48,0,8,0,18,0,6,0,2,0
argouml-app,org.argouml.ui.explorer,PerspectiveComboBox,17,0,0,0,8,0,3,0,3,0
argouml-app,org.argouml.ui.explorer,PerspectiveConfigurator.ResetListener,36,0,4,0,9,0,4,0,2,0
argouml-app,org.argouml.ui.explorer,ActionExportProfileXMI.new FileFilter() {...},18,0,4,0,3,0,5,0,3,0
argouml-app,org.argouml.ui.explorer,PerspectiveConfigurator.RuleListMouseListener,46,0,12,0,10,0,8,0,2,0
argouml-app,org.argouml.ui.explorer,PerspectiveConfigurator.NewPerspectiveListener,50,0,0,0,11,0,2,0,2,0
argouml-app,org.argouml.ui.explorer,ExplorerTree.ExplorerTreeExpansionListener,14,0,0,0,4,0,3,0,3,0
argouml-app,org.argouml.ui.explorer,PerspectiveConfigurator.RulesListSelectionListener,46,0,10,0,11,0,7,0,2,0
argouml-app,org.argouml.ui.explorer,ExplorerTreeModel,841,0,100,0,233,0,71,0,21,0
argouml-app,org.argouml.ui.explorer,DnDExplorerTree,485,0,46,0,114,0,34,0,11,0
argouml-app,org.argouml.ui.explorer,ExplorerPopup.OrderedMenuItem,26,0,0,0,9,0,3,0,3,0
argouml-app,org.argouml.ui.explorer,ExplorerEventAdaptor.ProfileChangeListener,4,10,0,0,2,3,1,2,1,2
