GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
argouml-app,org.argouml.uml.ui.behavior.activity_graphs,ActionNewEntryCallAction,20,0,0,0,8,0,2,0,2,0
argouml-app,org.argouml.uml.ui.behavior.activity_graphs,ActionSetSynch,44,0,4,0,15,0,6,0,4,0
argouml-app,org.argouml.uml.ui.behavior.activity_graphs,ActionAddEventAsTrigger,68,0,6,0,21,0,9,0,6,0
argouml-app,org.argouml.uml.ui.behavior.activity_graphs,UMLActionSynchCheckBox,17,0,2,0,6,0,3,0,2,0
argouml-app,org.argouml.profile.internal.ocl.uml14,OclType,0,9,0,0,0,4,0,2,0,2
argouml-app,org.argouml.profile.internal.ocl.uml14,OclAPIModelInterpreter,98,60,21,11,20,13,14,5,1,2
argouml-app,org.argouml.profile.internal.ocl.uml14,CollectionsModelInterpreter,668,475,116,54,148,107,66,24,0,5
argouml-app,org.argouml.profile.internal.ocl.uml14,ModelAccessModelInterpreter,1029,370,269,91,249,92,174,11,1,4
argouml-app,org.argouml.profile.internal.ocl.uml14,HashBag,81,123,8,12,20,27,17,12,11,8
argouml-app,org.argouml.profile.internal.ocl.uml14,Uml14ModelInterpreter,59,18,6,0,10,5,5,1,2,1
argouml-app,org.argouml.profile.internal.ocl.uml14,OclEnumLiteral,33,0,4,0,9,0,5,0,3,0
argouml-app,org.argouml.notation.providers.uml,AbstractMessageNotationUml,935,2310,189,379,209,623,147,178,5,36
argouml-app,org.argouml.notation.providers.uml,ObjectNotationUml,120,27,15,3,30,9,11,3,2,3
argouml-app,org.argouml.notation.providers.uml,ClassifierRoleNotationUml,79,291,14,50,19,94,14,24,1,5
argouml-app,org.argouml.notation.providers.uml,AssociationRoleNotationUml,259,4,48,0,78,2,29,1,5,1
argouml-app,org.argouml.notation.providers.uml,OperationNotationUml,404,672,87,119,118,191,66,51,4,10
argouml-app,org.argouml.notation.providers.uml,NodeInstanceNotationUml,101,55,14,6,26,14,10,5,2,3
argouml-app,org.argouml.notation.providers.uml,MultiplicityNotationUml,77,4,0,0,25,2,5,1,5,1
argouml-app,org.argouml.notation.providers.uml,StateBodyNotationUml.ModelElementInfoList.InfoItem,4,33,0,0,2,10,1,5,1,5
argouml-app,org.argouml.notation.providers.uml,ExtensionPointNotationUml,126,52,20,5,41,12,18,3,4,3
argouml-app,org.argouml.notation.providers.uml,AssociationNameNotationUml,151,4,18,0,46,2,14,1,5,1
argouml-app,org.argouml.notation.providers.uml,EnumerationLiteralNotationUml,65,258,15,33,23,73,15,16,1,6
argouml-app,org.argouml.notation.providers.uml,MessageNotationUml,0,9,0,0,0,3,0,2,0,2
argouml-app,org.argouml.notation.providers.uml,ObjectFlowStateStateNotationUml,292,24,31,1,84,7,20,3,4,3
argouml-app,org.argouml.notation.providers.uml,NotationUtilityUml.new NotationUtilityUml.PropertyOperation() {...},6,16,4,2,1,6,3,2,0,2
argouml-app,org.argouml.notation.providers.uml,InitNotationUml,6,116,0,0,3,28,3,2,3,2
argouml-app,org.argouml.notation.providers.uml,ComponentInstanceNotationUml,119,41,17,3,28,12,12,3,2,3
argouml-app,org.argouml.notation.providers.uml,NotationUtilityUml.new NotationUtilityUml.PropertyOperation() {...},19,3,4,0,6,1,3,1,1,1
argouml-app,org.argouml.notation.providers.uml,NotationUtilityUml.new NotationUtilityUml.PropertyOperation() {...},10,3,2,0,4,1,2,1,1,1
argouml-app,org.argouml.notation.providers.uml,NotationUtilityUml.new NotationUtilityUml.PropertyOperation() {...},17,15,6,2,4,5,4,2,0,2
argouml-app,org.argouml.notation.providers.uml,NotationUtilityUml.new NotationUtilityUml.PropertyOperation() {...},6,16,4,2,1,6,3,2,0,2
argouml-app,org.argouml.notation.providers.uml,NotationUtilityUml.new NotationUtilityUml.PropertyOperation() {...},6,16,4,2,1,6,3,2,0,2
argouml-app,org.argouml.notation.providers.uml,AbstractMessageNotationUml.MsgPtr,0,3,0,0,0,1,0,1,0,1
argouml-app,org.argouml.notation.providers.uml,NotationUtilityUml.new NotationUtilityUml.PropertyOperation() {...},27,3,6,0,8,1,4,1,1,1
argouml-app,org.argouml.notation.providers.uml,NotationUtilityUml.new NotationUtilityUml.PropertyOperation() {...},0,22,3,3,0,7,3,2,0,2
argouml-app,org.argouml.notation.providers.uml,NotationUtilityUml.new NotationUtilityUml.PropertyOperation() {...},21,3,6,0,6,1,4,1,1,1
argouml-app,org.argouml.notation.providers.uml,NotationUtilityUml.new NotationUtilityUml.PropertyOperation() {...},21,3,6,0,6,1,4,1,1,1
argouml-app,org.argouml.notation.providers.uml,StateBodyNotationUml.ModelElementInfoList,4,95,1,9,2,20,1,8,0,4
argouml-app,org.argouml.notation.providers.uml,StateBodyNotationUml,142,282,23,35,41,76,17,23,2,9
argouml-app,org.argouml.notation.providers.uml,CallStateNotationUml,54,336,13,55,11,92,14,26,1,5
argouml-app,org.argouml.notation.providers.uml,AttributeNotationUml,292,831,76,132,68,236,59,61,0,16
argouml-app,org.argouml.notation.providers.uml,ModelElementNameNotationUml,39,68,2,8,12,19,4,7,2,4
argouml-app,org.argouml.notation.providers.uml,SDMessageNotationUml,5,14,1,1,1,5,1,2,0,2
argouml-app,org.argouml.notation.providers.uml,TransitionNotationUml,275,868,70,138,76,242,55,70,0,21
argouml-app,org.argouml.notation.providers.uml,ObjectFlowStateTypeNotationUml,107,26,15,3,32,9,12,3,3,3
argouml-app,org.argouml.notation.providers.uml,ActionStateNotationUml,0,68,0,10,0,22,0,10,0,5
argouml-app,org.argouml.notation.providers.uml,AssociationEndNameNotationUml,262,57,46,6,77,17,29,4,4,3
argouml-app,org.argouml.notation.providers.uml,NotationUtilityUml,579,1110,158,170,157,268,112,79,5,22
argouml-app,org.argouml.notation.providers.uml,NotationUtilityUml.PropertySpecialString,0,23,0,2,0,8,0,3,0,2
argouml-app,org.argouml.uml.ui.behavior.collaborations,ActionNewActionForMessage,33,0,4,0,10,0,7,0,5,0
argouml-app,org.argouml.uml.ui.behavior.collaborations,ActionAddMessagePredecessor,68,0,6,0,21,0,10,0,7,0
argouml-app,org.argouml.profile.init,ProfileLoader,280,40,21,3,67,12,14,5,3,4
argouml-app,org.argouml.profile.init,InitProfileSubsystem,0,19,0,0,0,7,0,2,0,2
argouml-app,org.argouml.profile.init,ProfileLoader.JarFileFilter,19,0,6,0,4,0,5,0,2,0
argouml-app,org.argouml.ui.explorer.rules,GoClassToNavigableClass,106,0,22,0,35,0,15,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoCompositeStateToSubvertex,32,0,4,0,10,0,6,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoStateToEntry,44,0,6,0,13,0,7,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoModelElementToContents,36,0,4,0,10,0,6,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoAssocRoleToMessages,32,0,4,0,10,0,6,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoStateMachineToState,76,0,12,0,23,0,11,0,5,0
argouml-app,org.argouml.ui.explorer.rules,GoClassToAssociatedClass,32,0,4,0,10,0,6,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoProjectToModel,17,0,2,0,6,0,5,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoSignalToReception,32,0,4,0,10,0,6,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoDiagramToEdge,17,0,2,0,6,0,5,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoModelElementToContainedDiagrams,55,0,8,0,15,0,8,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoProjectToRoots,17,0,2,0,6,0,5,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoDiagramToNode,17,0,2,0,6,0,5,0,4,0
argouml-app,org.argouml.ui.explorer.rules,OutgoingDependencyNode,14,0,0,0,6,0,4,0,4,0
argouml-app,org.argouml.ui.explorer.rules,OperationsNode,14,0,0,0,6,0,4,0,4,0
argouml-app,org.argouml.ui.explorer.rules,InheritanceNode,14,0,0,0,6,0,4,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoProjectToCollaboration,50,0,6,0,15,0,7,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoClassifierToInstance,32,0,4,0,10,0,6,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoProfileToModel,22,0,2,0,9,0,5,0,4,0
argouml-app,org.argouml.ui.explorer.rules,AttributesNode,14,0,0,0,6,0,4,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoGeneralizableElementToSpecialized,32,0,4,0,10,0,6,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoPackageToElementImport,30,0,6,0,9,0,7,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoSummaryToIncomingDependency,56,0,8,0,18,0,8,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoClassifierToCollaboration,32,0,4,0,10,0,6,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoNamespaceToOwnedElements,125,0,36,0,39,0,22,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoModelElementToBehavior,32,0,4,0,10,0,6,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoStateToOutgoingTrans,32,0,4,0,10,0,6,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoClassifierToStateMachine,32,0,4,0,10,0,6,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoBehavioralFeatureToStateMachine,32,0,4,0,10,0,6,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoInteractionToMessages,32,0,4,0,10,0,6,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoEnumerationToLiterals,55,0,8,0,16,0,8,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoCriticsToCritic,66,0,10,0,20,0,9,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoBehavioralFeatureToStateDiagram,52,0,8,0,15,0,8,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoSummaryToOperation,34,0,4,0,11,0,6,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoUseCaseToExtensionPoint,32,0,4,0,10,0,6,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoSummaryToAttribute,34,0,4,0,11,0,6,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoCollaborationToInteraction,32,0,4,0,10,0,6,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoStereotypeToTagDefinition,57,0,8,0,17,0,9,0,5,0
argouml-app,org.argouml.ui.explorer.rules,GoProfileToCritics.new ArrayList() {...},19,0,0,0,4,0,2,0,2,0
argouml-app,org.argouml.ui.explorer.rules,GoStateToDownstream,32,0,4,0,10,0,6,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoOperationToSequenceDiagram,52,0,8,0,15,0,8,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoOperationToCollaboration,42,0,6,0,12,0,7,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoStateToInternalTrans,32,0,4,0,10,0,6,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoTransitionToTarget,40,0,4,0,12,0,6,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoNamespaceToDiagram,53,0,12,0,14,0,10,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoClassToSummary,231,0,36,0,55,0,25,0,7,0
argouml-app,org.argouml.ui.explorer.rules,GoNodeToResidentComponent,18,0,2,0,6,0,5,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoMessageToAction,44,0,6,0,14,0,7,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoClassifierToStructuralFeature,32,0,4,0,10,0,6,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoCriticsToCritic.new Vector() {...},19,0,0,0,6,0,2,0,2,0
argouml-app,org.argouml.ui.explorer.rules,GoProfileConfigurationToProfile,17,0,2,0,6,0,5,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoTransitionToSource,40,0,4,0,12,0,6,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoSubmachineStateToStateMachine,40,0,4,0,12,0,6,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoProjectToProfileConfiguration,25,0,2,0,8,0,5,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoNamespaceToClassifierAndPackage,58,0,10,0,18,0,9,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoSummaryToInheritance,110,0,16,0,33,0,12,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoComponentToResidentModelElement,36,0,4,0,10,0,6,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoModelToCollaboration,48,0,8,0,16,0,8,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoStateMachineToTop,40,0,4,0,12,0,6,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoClassifierToSequenceDiagram,52,0,8,0,15,0,8,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoElementToMachine,32,0,4,0,10,0,6,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoModelToElements,32,0,4,0,10,0,6,0,4,0
argouml-app,org.argouml.ui.explorer.rules,IncomingDependencyNode,14,0,0,0,6,0,4,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoLinkToStimuli,32,0,4,0,10,0,6,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoModelElementToTemplateParameter,18,0,2,0,6,0,5,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoModelElementToContainedLostElements,61,0,10,0,19,0,9,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoProjectToDiagram,17,0,2,0,6,0,5,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoStatemachineToDiagram,69,0,12,0,22,0,10,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoTransitiontoEffect,44,0,6,0,14,0,7,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoModelToBaseElements,59,0,8,0,18,0,8,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoModelElementToComment,32,0,4,0,10,0,6,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoModelToDiagrams,82,0,14,0,24,0,12,0,5,0
argouml-app,org.argouml.ui.explorer.rules,GoClassifierToBehavioralFeature,32,0,4,0,10,0,6,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoProjectToStateMachine,37,0,4,0,11,0,6,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoStateToIncomingTrans,32,0,4,0,10,0,6,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoSummaryToAssociation,34,0,4,0,11,0,6,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoPackageToClass,20,0,2,0,8,0,5,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoStateToDoActivity,44,0,6,0,13,0,7,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoStateMachineToTransition,32,0,4,0,10,0,6,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoProfileToCritics,29,0,2,0,9,0,5,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoStimulusToAction,44,0,4,0,14,0,6,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoCollaborationToDiagram,71,0,18,0,20,0,13,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoTransitionToGuard,40,0,4,0,12,0,6,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoOperationToCollaborationDiagram,54,0,8,0,16,0,8,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoModelToNode,20,0,2,0,8,0,5,0,4,0
argouml-app,org.argouml.ui.explorer.rules,GoSummaryToOutgoingDependency,56,0,8,0,19,0,8,0,4,0
argouml-app,org.argouml.ui.explorer.rules,AssociationsNode,14,0,0,0,6,0,4,0,4,0
argouml-app,org.argouml.ui.explorer.rules,AbstractPerspectiveRule,6,0,0,0,2,0,2,0,2,0
argouml-app,org.argouml.ui.explorer.rules,GoStateToExit,44,0,6,0,13,0,7,0,4,0
argouml-app,org.argouml.uml.diagram.activity.layout,ActivityDiagramLayouter,205,0,22,0,42,0,20,0,9,0
argouml-app,org.argouml.profile.internal.ui,PropPanelCritic,270,0,6,0,54,0,6,0,3,0
argouml-app,org.argouml.profile.internal.ui,ProfilePropPanelFactory,5,8,1,1,1,3,1,2,0,2
argouml-app,org.argouml.cognitive.critics.ui,TableModelCritics,268,0,54,0,80,0,40,0,13,0
argouml-app,org.argouml.cognitive.critics.ui,ActionOpenCritics,22,0,0,0,8,0,2,0,2,0
argouml-app,org.argouml.cognitive.critics.ui,TableCritics,133,0,4,0,40,0,8,0,6,0
argouml-app,org.argouml.cognitive.critics.ui,CriticBrowserDialog,1125,0,64,0,292,0,51,0,19,0
argouml-app,org.argouml.cognitive.critics.ui,TableModelCritics.new Runnable() {...},10,0,0,0,3,0,2,0,2,0
argouml-app,org.argouml.cognitive.critics.ui,TableModelCritics.new Comparator() {...},12,0,0,0,2,0,2,0,2,0
argouml-app,org.argouml.uml.diagram,DiagramFactory.DiagramType,0,45,0,0,0,2,0,1,0,1
argouml-app,org.argouml.uml.diagram,DiagramEdgeSettings,0,16,0,0,0,6,0,3,0,3
argouml-app,org.argouml.uml.diagram,DiagramFactory,72,203,12,22,20,53,10,17,1,9
argouml-app,org.argouml.uml.diagram,DiagramUtils,18,21,6,2,6,9,4,3,0,3
argouml-app,org.argouml.uml.diagram,ArgoDiagramImpl,685,274,122,32,173,87,83,32,12,26
argouml-app,org.argouml.uml.diagram,ProjectMemberDiagram,4,21,0,0,1,8,1,5,1,5
argouml-app,org.argouml.uml.diagram,DiagramSettings,43,408,11,65,11,119,12,53,2,25
argouml-app,org.argouml.uml.diagram,UMLMutableGraphSupport,523,67,81,3,131,22,60,10,18,10
argouml-app,org.argouml.uml.diagram,GraphChangeAdapter,153,11,27,1,52,4,22,3,8,3
argouml-app,org.argouml.uml.diagram,DiagramSettings.StereotypeStyle,8,64,4,6,1,12,4,4,0,3
argouml-app,org.argouml.uml.diagram,DiagramUndoManager.DiagramCommand,13,9,0,0,5,3,3,1,3,1
argouml-app,org.argouml.uml.diagram,DiagramUndoManager,16,47,4,8,6,14,6,6,2,4
argouml-app,org.argouml.uml.diagram,DiagramSettings.new Memento() {...},12,17,2,0,2,3,2,2,1,2
argouml-app,org.argouml.uml.diagram,DiagramSettings.new Memento() {...},12,17,2,0,2,3,2,2,1,2
argouml-app,org.argouml.uml.diagram,DiagramSettings.new Memento() {...},7,20,0,0,2,3,1,2,1,2
argouml-app,org.argouml.uml.diagram,DiagramSettings.new Memento() {...},7,19,0,0,2,3,1,2,1,2
argouml-app,org.argouml.uml.diagram,DiagramElementSettings,0,9,0,0,0,4,0,2,0,2
argouml-app,org.argouml.uml.diagram,DiagramAppearance,5,104,1,3,1,35,1,7,0,6
argouml-app,org.argouml.uml.diagram,UmlDiagramRenderer,333,9,71,1,76,1,45,2,9,2
argouml-app,org.argouml.uml.diagram.activity.ui,FigActionState,99,227,7,1,23,49,11,9,7,9
argouml-app,org.argouml.uml.diagram.activity.ui,FigPool,156,0,6,0,44,0,16,0,13,0
argouml-app,org.argouml.uml.diagram.activity.ui,FigObjectFlowState,296,230,21,3,64,56,27,11,15,11
argouml-app,org.argouml.uml.diagram.activity.ui,InitActivityDiagram,6,10,0,0,3,4,3,2,3,2
argouml-app,org.argouml.uml.diagram.activity.ui,ActionCreatePartition,17,0,0,0,4,0,2,0,2,0
argouml-app,org.argouml.uml.diagram.activity.ui,ModePlacePartition,24,0,2,0,9,0,3,0,2,0
argouml-app,org.argouml.uml.diagram.activity.ui,PropPanelUMLActivityDiagram,7,0,0,0,3,0,1,0,1,0
argouml-app,org.argouml.uml.diagram.activity.ui,ActivityDiagramPropPanelFactory,4,8,1,1,1,3,1,2,0,2
argouml-app,org.argouml.uml.diagram.activity.ui,ActivityDiagramRenderer,38,3,6,0,10,1,4,1,1,1
argouml-app,org.argouml.uml.diagram.activity.ui,FigPartition.SelectionPartition,760,0,74,0,138,0,47,0,6,0
argouml-app,org.argouml.uml.diagram.activity.ui,SelectionCallState,10,0,0,0,4,0,3,0,3,0
argouml-app,org.argouml.uml.diagram.activity.ui,FigPartition,627,0,38,0,153,0,43,0,24,0
argouml-app,org.argouml.uml.diagram.activity.ui,UMLActivityDiagram,941,270,140,28,239,72,115,17,37,11
argouml-app,org.argouml.uml.diagram.activity.ui,FigCallState,11,8,0,0,3,3,2,2,2,2
argouml-app,org.argouml.uml.diagram.activity.ui,FigSubactivityState,458,0,18,0,93,0,27,0,18,0
argouml-app,org.argouml.uml.diagram.activity.ui,SelectionActionState,169,0,12,0,44,0,20,0,14,0
argouml-app,org.argouml.uml.diagram.use_case,UseCaseDiagramGraphModel,638,8,136,0,164,3,79,2,11,2
argouml-app,org.argouml.ui.targetmanager,TargetManager.HistoryManager,34,388,14,46,5,86,14,28,0,12
argouml-app,org.argouml.ui.targetmanager,TargetManager.Remover,27,75,4,14,8,22,4,11,1,5
argouml-app,org.argouml.ui.targetmanager,TargetManager.HistoryRemover,0,13,0,0,0,3,0,2,0,2
argouml-app,org.argouml.ui.targetmanager,TargetEvent,51,70,8,8,11,17,9,8,4,5
argouml-app,org.argouml.ui.targetmanager,TargetManager,165,650,28,94,34,186,25,69,3,30
argouml-app,org.argouml.ui.targetmanager,TargetManager.TargetRemover,0,12,0,0,0,3,0,2,0,2
argouml-app,org.argouml.profile.internal.ocl,DefaultOclEvaluator,9,60,1,3,3,14,1,5,0,4
argouml-app,org.argouml.profile.internal.ocl,ComputeDesignMaterials,13,64,1,3,2,13,1,5,0,4
argouml-app,org.argouml.profile.internal.ocl,CompositeModelInterpreter,4,58,2,6,2,14,2,6,0,4
argouml-app,org.argouml.profile.internal.ocl,ContextApplicable,8,34,0,0,4,8,2,3,2,3
argouml-app,org.argouml.profile.internal.ocl,EvaluateExpression,564,1071,135,103,109,285,109,46,9,27
argouml-app,org.argouml.profile.internal.ocl,ComputeTriggers,0,29,0,0,0,6,0,3,0,3
argouml-app,org.argouml.profile.internal.ocl,InvalidOclException,4,0,0,0,2,0,1,0,1,0
argouml-app,org.argouml.profile.internal.ocl,EvaluateInvariant,0,89,3,7,0,22,3,5,0,3
argouml-app,org.argouml.profile.internal.ocl,CrOCL,31,106,6,16,7,32,5,10,1,3
argouml-app,org.argouml.profile.internal.ocl,OclInterpreter,8,79,0,0,3,20,0,5,0,5
argouml-app,org.argouml.profile.internal.ocl,EvaluateExpression.new LambdaEvaluator() {...},0,40,0,0,0,9,0,2,0,2
argouml-app,org.argouml.uml.cognitive.checklist,Init,1067,0,2,0,283,0,5,0,4,0
argouml-app,org.argouml.uml.cognitive.checklist,UMLCheckItem,106,0,2,0,26,0,5,0,4,0
argouml-app,org.argouml.ui.cmd,NavigateTargetBackAction,18,0,0,0,8,0,3,0,3,0
argouml-app,org.argouml.ui.cmd,ShortcutField,71,0,6,0,18,0,6,0,3,0
argouml-app,org.argouml.ui.cmd,ActionAdjustGrid,239,0,30,0,60,0,22,0,7,0
argouml-app,org.argouml.ui.cmd,ActionNewProfile,50,0,4,0,22,0,4,0,2,0
argouml-app,org.argouml.ui.cmd,PrintManager,29,0,2,0,11,0,6,0,5,0
argouml-app,org.argouml.ui.cmd,SettingsTabShortcuts.ShortcutTableModel,167,0,16,0,33,0,17,0,8,0
argouml-app,org.argouml.ui.cmd,ActionPageSetup,10,0,0,0,5,0,2,0,2,0
argouml-app,org.argouml.ui.cmd,NavigateTargetForwardAction,18,0,0,0,8,0,3,0,3,0
argouml-app,org.argouml.ui.cmd,ActionNotation,118,0,8,0,34,0,10,0,6,0
argouml-app,org.argouml.ui.cmd,ActionSelectInvert,9,0,0,0,4,0,2,0,2,0
argouml-app,org.argouml.ui.cmd,KeyStrokeCellRenderer,19,0,4,0,7,0,4,0,2,0
argouml-app,org.argouml.ui.cmd,ActionSystemInfo,58,0,2,0,15,0,3,0,2,0
argouml-app,org.argouml.ui.cmd,ShortcutField.new KeyListener() {...},82,0,8,0,27,0,9,0,5,0
argouml-app,org.argouml.ui.cmd,LastRecentlyUsedMenuList,245,0,22,0,55,0,14,0,3,0
argouml-app,org.argouml.ui.cmd,ActionShowXMLDump,73,0,0,0,20,0,3,0,3,0
argouml-app,org.argouml.ui.cmd,ShortcutMgr,898,0,54,0,192,0,40,0,13,0
argouml-app,org.argouml.ui.cmd,ActionAdjustSnap,193,0,14,0,53,0,12,0,5,0
argouml-app,org.argouml.ui.cmd,ActionGotoDiagram,36,0,2,0,13,0,4,0,3,0
argouml-app,org.argouml.ui.cmd,ActionNew,50,0,4,0,22,0,4,0,2,0
argouml-app,org.argouml.ui.cmd,GenericArgoMenuBar,1906,0,34,0,488,0,59,0,42,0
argouml-app,org.argouml.ui.cmd,ShortcutChangedEvent,10,0,0,0,4,0,2,0,2,0
argouml-app,org.argouml.ui.cmd,ActionHelp,17,0,0,0,6,0,2,0,2,0
argouml-app,org.argouml.ui.cmd,ActionAdjustPageBreaks,9,0,0,0,4,0,2,0,2,0
argouml-app,org.argouml.ui.cmd,ActionFind,26,0,0,0,8,0,2,0,2,0
argouml-app,org.argouml.ui.cmd,ActionAboutArgoUML,22,0,0,0,8,0,2,0,2,0
argouml-app,org.argouml.ui.cmd,ZoomActionProxy,37,0,8,0,11,0,6,0,2,0
argouml-app,org.argouml.ui.cmd,InitUiCmdSubsystem,22,0,0,0,9,0,5,0,5,0
argouml-app,org.argouml.ui.cmd,SettingsTabShortcuts,864,0,49,0,216,0,42,0,17,0
argouml-app,org.argouml.ui.cmd,ShortcutMgr.new Comparator() {...},21,0,4,0,8,0,4,0,2,0
argouml-app,org.argouml.ui.cmd,RelationshipActionFactory,588,0,80,0,123,0,50,0,10,0
argouml-app,org.argouml.ui.cmd,ActionWrapper,37,0,0,0,14,0,7,0,7,0
argouml-app,org.argouml.ui.cmd,ActionSelectAll,9,0,0,0,4,0,2,0,2,0
argouml-app,org.argouml.ui.cmd,RelationshipActionFactory.AddAssociationAction,66,0,2,0,12,0,3,0,2,0
argouml-app,org.argouml.ui.cmd,ActionExit,15,0,0,0,7,0,3,0,3,0
argouml-app,org.argouml.ui.cmd,RelationshipActionFactory.AddSpecialAction,66,0,2,0,12,0,3,0,2,0
argouml-app,org.argouml.ui.cmd,CmdSetPreferredSize,94,0,16,0,32,0,13,0,5,0
argouml-app,org.argouml.ui.cmd,ActionPrint,15,0,0,0,7,0,2,0,2,0
argouml-app,org.argouml.ui.cmd,GenericArgoMenuBar.new Runnable() {...},24,0,2,0,5,0,3,0,2,0
argouml-app,org.argouml.ui.cmd,RelationshipActionFactory.AddGeneralAction,66,0,2,0,12,0,3,0,2,0
argouml-app,org.argouml.ui.cmd,RelationshipActionFactory.AddUsageAction,66,0,2,0,12,0,3,0,2,0
argouml-app,org.argouml.uml.diagram.layout,LayoutHelper,182,0,38,0,34,0,24,0,5,0
argouml-app,org.argouml.uml.diagram.static_structure.ui,FigSubsystem,0,112,0,0,0,14,0,2,0,2
argouml-app,org.argouml.uml.diagram.static_structure.ui,PropPanelUMLClassDiagram,0,7,0,0,0,3,0,1,0,1
argouml-app,org.argouml.uml.diagram.static_structure.ui,FigPackage.FigPackageFigText,100,23,20,0,35,9,11,3,1,3
argouml-app,org.argouml.uml.diagram.static_structure.ui,SelectionStereotype,191,0,18,0,45,0,21,0,11,0
argouml-app,org.argouml.uml.diagram.static_structure.ui,FigDataType,38,132,11,11,10,40,12,6,2,5
argouml-app,org.argouml.uml.diagram.static_structure.ui,FigPackage.HideVisibilityAction,18,0,0,0,7,0,2,0,2,0
